Mechanical Engineering,Manufacturing Manager,1,Purchasing Manager,46
Mechanical Engineering,Parts Manager,1,Purchasing Manager,40
Mechanical Engineering,Production Director,1,Purchasing Manager,28
Mechanical Engineering,Production Planner,1,Purchasing Manager,26
Mechanical Engineering,Production Supervisor,1,Purchasing Manager,25
Mechanical Engineering,Service Centre Manager,1,Purchasing Manager,14
Mechanical Engineering,Electrical Engineer,1,Electrical Engineer,173
Mechanical Engineering,Electrician,1,Electrical Engineer,91
Mechanical Engineering,Electrical and Mechanical Engineer,1,Electrical Engineer,19
Mechanical Engineering,Mechanic,1,Mechanic,202
Mechanical Engineering,Vehicle Technician,1,Mechanic,57
Mechanical Engineering,motor mechanic,1,Mechanic,21
Mechanical Engineering,Machinery Professional,0,Machinery Professional,181
Mechanical Engineering,Independent Machinery Professional,0,Machinery Professional,73
